Datetime,Close,High,Low,Open,Volume
2023-05-05 13:30:00+00:00,32.23200225830078,32.415000915527344,31.9442195892334,32.361000061035156,871436
2023-05-05 14:30:00+00:00,32.167999267578125,32.292991638183594,32.02899932861328,32.22999954223633,449285
2023-05-05 15:30:00+00:00,32.08100128173828,32.2681884765625,32.06999969482422,32.16600036621094,338377
2023-05-05 16:30:00+00:00,32.23999786376953,32.26700210571289,32.051002502441406,32.08100128173828,327452
2023-05-05 17:30:00+00:00,32.25199890136719,32.32699966430664,32.207008361816406,32.24800109863281,353990
2023-05-05 18:30:00+00:00,32.23749923706055,32.361000061035156,32.184852600097656,32.248291015625,435331
2023-05-05 19:30:00+00:00,32.26700210571289,32.310001373291016,32.211997985839844,32.23299789428711,615753
2023-05-08 13:30:00+00:00,33.011497497558594,33.09099197387695,32.202999114990234,32.29899978637695,1659780
2023-05-08 14:30:00+00:00,33.03499984741211,33.25600051879883,32.961997985839844,33.01900100708008,990108
2023-05-08 15:30:00+00:00,33.06148147583008,33.20000076293945,32.9630012512207,33.03499984741211,467613
2023-05-08 16:30:00+00:00,33.064998626708984,33.229000091552734,32.99500274658203,33.06510925292969,440697
2023-05-08 17:30:00+00:00,33.1097297668457,33.125640869140625,32.95499801635742,33.06999969482422,367339
2023-05-08 18:30:00+00:00,33.180999755859375,33.23099899291992,33.066001892089844,33.111000061035156,471523
2023-05-08 19:30:00+00:00,33.12099838256836,33.236000061035156,33.09299850463867,33.17399978637695,696219
2023-05-09 13:30:00+00:00,33.27225112915039,33.50550079345703,32.9740104675293,33.06700134277344,1587799
2023-05-09 14:30:00+00:00,33.354000091552734,33.623497009277344,33.24399948120117,33.257999420166016,927975
2023-05-09 15:30:00+00:00,33.361000061035156,33.400001525878906,33.250999450683594,33.354000091552734,413866
2023-05-09 16:30:00+00:00,33.426998138427734,33.553001403808594,33.354000091552734,33.361000061035156,479682
2023-05-09 17:30:00+00:00,33.21549987792969,33.435001373291016,33.20000076293945,33.433998107910156,792840
2023-05-09 18:30:00+00:00,33.17300033569336,33.27899932861328,33.11000061035156,33.2130012512207,445911
2023-05-09 19:30:00+00:00,33.2130012512207,33.272987365722656,33.15700149536133,33.17449951171875,544216
2023-05-10 13:30:00+00:00,33.43000030517578,33.71099853515625,33.35100173950195,33.520999908447266,912579
2023-05-10 14:30:00+00:00,33.29100036621094,33.4739990234375,32.95100021362305,33.44599914550781,674152
2023-05-10 15:30:00+00:00,33.32099914550781,33.391990661621094,33.237998962402344,33.29195022583008,401569
2023-05-10 16:30:00+00:00,33.071998596191406,33.3859977722168,33.0260009765625,33.334999084472656,336811
2023-05-10 17:30:00+00:00,33.29800033569336,33.31698989868164,33.0260009765625,33.06159973144531,295208
2023-05-10 18:30:00+00:00,33.5,33.54199981689453,33.28200149536133,33.297000885009766,445872
2023-05-10 19:30:00+00:00,33.54899978637695,33.57099914550781,33.472999572753906,33.50199890136719,561044
2023-05-11 13:30:00+00:00,33.720001220703125,33.81999969482422,33.183998107910156,33.49800109863281,1269212
2023-05-11 14:30:00+00:00,33.80011749267578,33.86899948120117,33.52799987792969,33.709999084472656,845175
2023-05-11 15:30:00+00:00,34.04050064086914,34.0880012512207,33.76000213623047,33.79999923706055,910162
2023-05-11 16:30:00+00:00,34.22249984741211,34.323997497558594,34.0260009765625,34.04500198364258,1024873
2023-05-11 17:30:00+00:00,34.24599838256836,34.28200149536133,34.0890007019043,34.21500015258789,599030
2023-05-11 18:30:00+00:00,34.46599197387695,34.547000885009766,34.23400115966797,34.24800109863281,1339011
2023-05-11 19:30:00+00:00,34.47600173950195,34.50699996948242,34.36000061035156,34.454002380371094,982917
2023-05-12 13:30:00+00:00,34.189998626708984,34.81664276123047,34.15700149536133,34.47600173950195,1518887
2023-05-12 14:30:00+00:00,34.014991760253906,34.70600128173828,33.83501052856445,34.191001892089844,1859370
2023-05-12 15:30:00+00:00,33.990440368652344,34.20349884033203,33.945098876953125,34.01108932495117,584193
2023-05-12 16:30:00+00:00,33.90599822998047,34.029998779296875,33.7755012512207,33.987998962402344,521760
